item_id,zh_name,en_name,category,in_game,wiki_title,wiki_path,icon_url,local_path,source,license,distributable,resolve_method
awkward_potion,粗制药水,Awkward Potion,potion,True,粗制的药水,https://zh.minecraft.wiki/w/%E7%B2%97%E5%88%B6%E7%9A%84%E8%8D%AF%E6%B0%B4,https://zh.minecraft.wiki/images/Invicon_Awkward_Potion.png?46cb6,cache/restricted/awkward_potion.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Invicon_Awkward_Potion.png
potion_healing,治疗药水,Potion of Healing,potion,True,治疗药水,https://zh.minecraft.wiki/w/%E6%B2%BB%E7%96%97%E8%8D%AF%E6%B0%B4,https://zh.minecraft.wiki/images/Potion_of_Healing_JE2_BE3.png?75039,cache/restricted/potion_healing.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Potion_of_Healing.png
potion_swiftness,迅捷药水,Potion of Swiftness,potion,True,迅捷药水,https://zh.minecraft.wiki/w/%E8%BF%85%E6%8D%B7%E8%8D%AF%E6%B0%B4,https://zh.minecraft.wiki/images/Potion_of_Swiftness_JE3_BE3.png?f79ff,cache/restricted/potion_swiftness.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Potion_of_Swiftness.png
potion_poison,剧毒药水,Potion of Poison,potion,True,剧毒药水,https://zh.minecraft.wiki/w/%E5%89%A7%E6%AF%92%E8%8D%AF%E6%B0%B4,https://zh.minecraft.wiki/images/Potion_of_Poison_JE3_BE3.png?b914a,cache/restricted/potion_poison.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Potion_of_Poison.png
cobblestone,圆石,Cobblestone,block,False,圆石,https://zh.minecraft.wiki/w/%E5%9C%86%E7%9F%B3,https://zh.minecraft.wiki/images/Cobblestone_JE7_BE3.png?a83c5,cache/restricted/cobblestone.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Cobblestone.png
gravel,沙砾,Gravel,block,False,沙砾,https://zh.minecraft.wiki/w/%E6%B2%99%E7%A0%BE,https://zh.minecraft.wiki/images/Gravel_JE5_BE4.png?a6d50,cache/restricted/gravel.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Gravel.png
clay,黏土块,Clay,block,False,黏土块,https://zh.minecraft.wiki/w/%E9%BB%8F%E5%9C%9F%E5%9D%97,https://zh.minecraft.wiki/images/Clay_JE2_BE2.png?7f8a4,cache/restricted/clay.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Clay.png
ice,冰,Ice,block,False,冰,https://zh.minecraft.wiki/w/%E5%86%B0,https://zh.minecraft.wiki/images/Ice_JE6_BE6.png?0339d,cache/restricted/ice.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Ice.png
snow_block,雪块,Snow Block,block,False,雪块,https://zh.minecraft.wiki/w/%E9%9B%AA%E5%9D%97,https://zh.minecraft.wiki/images/Snow_Block_JE2_BE2.png?a2537,cache/restricted/snow_block.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Snow_Block.png
bedrock,基岩,Bedrock,block,False,基岩,https://zh.minecraft.wiki/w/%E5%9F%BA%E5%B2%A9,https://zh.minecraft.wiki/images/Bedrock_JE2_BE2.png?13f82,cache/restricted/bedrock.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Bedrock.png
lava,熔岩,Lava,block,False,熔岩,https://zh.minecraft.wiki/w/%E7%86%94%E5%B2%A9,https://zh.minecraft.wiki/images/Lava_JE19.png?1c56f,cache/restricted/lava.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Lava.png
netherrack,下界岩,Netherrack,block,False,下界岩,https://zh.minecraft.wiki/w/%E4%B8%8B%E7%95%8C%E5%B2%A9,https://zh.minecraft.wiki/images/Netherrack_JE4_BE2.png?e5f97,cache/restricted/netherrack.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Netherrack.png
glowstone,荧石,Glowstone,block,False,荧石,https://zh.minecraft.wiki/w/%E8%8D%A7%E7%9F%B3,https://zh.minecraft.wiki/images/Glowstone_JE4.png?cb615,cache/restricted/glowstone.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Glowstone.png
nether_portal,下界传送门,Nether Portal,block,False,下界传送门,https://zh.minecraft.wiki/w/%E4%B8%8B%E7%95%8C%E4%BC%A0%E9%80%81%E9%97%A8,https://zh.minecraft.wiki/images/Nether_Portal_JE.gif?409dd,cache/restricted/nether_portal.gif,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Nether_Portal_JE.gif
end_stone,末地石,End Stone,block,False,末地石,https://zh.minecraft.wiki/w/%E6%9C%AB%E5%9C%B0%E7%9F%B3,https://zh.minecraft.wiki/images/End_Stone_JE3_BE2.png?5449b,cache/restricted/end_stone.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:End_Stone.png
chorus_fruit,紫颂果,Chorus Fruit,food,False,紫颂果,https://zh.minecraft.wiki/w/%E7%B4%AB%E9%A2%82%E6%9E%9C,https://zh.minecraft.wiki/images/Chorus_Fruit_JE2_BE2.png?46d4f,cache/restricted/chorus_fruit.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Chorus_Fruit.png
ender_pearl,末影珍珠,Ender Pearl,item,False,末影珍珠,https://zh.minecraft.wiki/w/%E6%9C%AB%E5%BD%B1%E7%8F%8D%E7%8F%A0,https://zh.minecraft.wiki/images/Ender_Pearl_JE2_BE2.png?7d893,cache/restricted/ender_pearl.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Ender_Pearl.png
bucket,桶,Bucket,item,False,桶,https://zh.minecraft.wiki/w/%E6%A1%B6,https://zh.minecraft.wiki/images/Bucket_JE2_BE2.png?68540,cache/restricted/bucket.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Bucket.png
chest,箱子,Chest,utility,False,箱子,https://zh.minecraft.wiki/w/%E7%AE%B1%E5%AD%90,https://zh.minecraft.wiki/images/Chest_%28S%29_JE2_BE3.png?f32b6,cache/restricted/chest.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Chest.png
